well,type,date,head
R20-95-06,computed,7/1/2015 0:00,1119.787842
R20-95-06,computed,7/1/2015 2:24,1119.787842
R20-95-06,computed,7/1/2015 4:48,1119.787842
R20-95-06,computed,7/1/2015 7:12,1119.787842
R20-95-06,computed,7/1/2015 9:36,1119.787842
R20-95-06,computed,7/1/2015 12:00,1119.787842
R20-95-06,computed,7/1/2015 14:24,1119.787842
R20-95-06,computed,7/1/2015 16:48,1119.787842
R20-95-06,computed,7/1/2015 19:12,1119.787842
R20-95-06,computed,7/1/2015 21:36,1119.787842
R20-95-06,computed,7/2/2015 0:00,1119.787842
R20-95-06,computed,7/2/2015 2:24,1119.787842
R20-95-06,computed,7/2/2015 4:48,1119.787842
R20-95-06,computed,7/2/2015 7:12,1119.787842
R20-95-06,computed,7/2/2015 9:36,1119.787842
R20-95-06,computed,7/2/2015 12:00,1119.787842
R20-95-06,computed,7/2/2015 14:24,1119.787842
R20-95-06,computed,7/2/2015 16:48,1119.787842
R20-95-06,computed,7/2/2015 19:12,1119.787842
R20-95-06,computed,7/2/2015 21:36,1119.787842
R20-95-06,computed,7/3/2015 0:00,1119.787842
R20-95-06,computed,7/3/2015 2:24,1119.787842
R20-95-06,computed,7/3/2015 4:48,1119.787842
R20-95-06,computed,7/3/2015 7:11,1119.787842
R20-95-06,computed,7/3/2015 9:35,1119.787842
R20-95-06,computed,7/3/2015 11:59,1119.787842
R20-95-06,computed,7/3/2015 14:23,1119.787842
R20-95-06,computed,7/3/2015 16:47,1119.787842
R20-95-06,computed,7/3/2015 19:11,1119.787842
R20-95-06,computed,7/3/2015 21:35,1119.787842
R20-95-06,computed,7/3/2015 23:59,1119.787842
R20-95-06,computed,7/4/2015 2:23,1119.787842
R20-95-06,computed,7/4/2015 4:47,1119.787842
R20-95-06,computed,7/4/2015 7:11,1119.787842
R20-95-06,computed,7/4/2015 9:35,1119.787842
R20-95-06,computed,7/4/2015 11:59,1119.787842
R20-95-06,computed,7/4/2015 14:23,1119.787842
R20-95-06,computed,7/4/2015 16:47,1119.787842
R20-95-06,computed,7/4/2015 19:11,1119.787842
R20-95-06,computed,7/4/2015 21:35,1119.787842
R20-95-06,computed,7/4/2015 23:59,1119.787842
R20-95-06,computed,7/5/2015 2:23,1119.787842
R20-95-06,computed,7/5/2015 4:47,1119.787842
R20-95-06,computed,7/5/2015 7:11,1119.787842
R20-95-06,computed,7/5/2015 9:35,1119.787842
R20-95-06,computed,7/5/2015 11:59,1119.787842
R20-95-06,computed,7/5/2015 14:23,1119.787842
R20-95-06,computed,7/5/2015 16:47,1119.787842
R20-95-06,computed,7/5/2015 19:11,1119.787842
R20-95-06,computed,7/5/2015 21:35,1119.787842
R20-95-06,computed,7/5/2015 23:59,1119.787842
R20-95-06,computed,7/6/2015 2:23,1119.787842
R20-95-06,computed,7/6/2015 4:47,1119.787842
R20-95-06,computed,7/6/2015 7:11,1119.787842
R20-95-06,computed,7/6/2015 9:35,1119.787842
R20-95-06,computed,7/6/2015 11:59,1119.787842
R20-95-06,computed,7/6/2015 14:23,1119.787964
R20-95-06,computed,7/6/2015 16:47,1119.787964
R20-95-06,computed,7/6/2015 19:11,1119.787964
R20-95-06,computed,7/6/2015 21:35,1119.787964
R20-95-06,computed,7/6/2015 23:59,1119.787964
R20-95-06,computed,7/7/2015 2:23,1119.788086
R20-95-06,computed,7/7/2015 4:47,1119.788086
R20-95-06,computed,7/7/2015 7:11,1119.788086
R20-95-06,computed,7/7/2015 9:35,1119.788086
R20-95-06,computed,7/7/2015 11:59,1119.788208
R20-95-06,computed,7/7/2015 14:23,1119.788208
R20-95-06,computed,7/7/2015 16:47,1119.788208
R20-95-06,computed,7/7/2015 19:11,1119.78833
R20-95-06,computed,7/7/2015 21:35,1119.78833
R20-95-06,computed,7/7/2015 23:59,1119.788452
R20-95-06,computed,7/8/2015 2:23,1119.788452
R20-95-06,computed,7/8/2015 4:47,1119.788452
R20-95-06,computed,7/8/2015 7:11,1119.788574
R20-95-06,computed,7/8/2015 9:35,1119.788574
R20-95-06,computed,7/8/2015 11:59,1119.788696
R20-95-06,computed,7/8/2015 14:23,1119.788696
R20-95-06,computed,7/8/2015 16:47,1119.788818
R20-95-06,computed,7/8/2015 19:11,1119.788818
R20-95-06,computed,7/8/2015 21:35,1119.78894
R20-95-06,computed,7/8/2015 23:59,1119.789063
R20-95-06,computed,7/9/2015 2:23,1119.789185
R20-95-06,computed,7/9/2015 4:47,1119.789185
R20-95-06,computed,7/9/2015 7:11,1119.789307
R20-95-06,computed,7/9/2015 9:35,1119.789429
R20-95-06,computed,7/9/2015 11:59,1119.789551
R20-95-06,computed,7/9/2015 14:23,1119.789673
R20-95-06,computed,7/9/2015 16:47,1119.789795
R20-95-06,computed,7/9/2015 19:11,1119.789795
R20-95-06,computed,7/9/2015 21:35,1119.789917
R20-95-06,computed,7/9/2015 23:59,1119.790039
R20-95-06,computed,7/10/2015 2:23,1119.790161
R20-95-06,computed,7/10/2015 4:47,1119.790405
R20-95-06,computed,7/10/2015 7:11,1119.790527
R20-95-06,computed,7/10/2015 9:35,1119.790649
R20-95-06,computed,7/10/2015 12:00,1119.790771
R20-95-06,computed,7/10/2015 14:24,1119.791016
R20-95-06,computed,7/10/2015 16:48,1119.791138
R20-95-06,computed,7/10/2015 19:12,1119.79126
R20-95-06,computed,7/10/2015 21:36,1119.791504
R20-95-06,computed,7/11/2015 0:00,1119.791626
R20-95-06,computed,7/11/2015 2:24,1119.79187
R20-95-06,computed,7/11/2015 4:48,1119.792114
R20-95-06,computed,7/11/2015 7:12,1119.792236
R20-95-06,computed,7/11/2015 9:36,1119.79248
R20-95-06,computed,7/11/2015 12:00,1119.792725
R20-95-06,computed,7/11/2015 14:24,1119.792847
R20-95-06,computed,7/11/2015 16:48,1119.793091
R20-95-06,computed,7/11/2015 19:12,1119.793335
R20-95-06,computed,7/11/2015 21:36,1119.793579
R20-95-06,computed,7/12/2015 0:00,1119.793823
R20-95-06,computed,7/12/2015 2:24,1119.794067
R20-95-06,computed,7/12/2015 4:48,1119.794312
R20-95-06,computed,7/12/2015 7:12,1119.794556
R20-95-06,computed,7/12/2015 9:36,1119.7948
R20-95-06,computed,7/12/2015 12:00,1119.795044
R20-95-06,computed,7/12/2015 14:24,1119.795288
R20-95-06,computed,7/12/2015 16:48,1119.795654
R20-95-06,computed,7/12/2015 19:12,1119.795898
R20-95-06,computed,7/12/2015 21:36,1119.796143
R20-95-06,computed,7/13/2015 0:00,1119.796387
R20-95-06,computed,7/13/2015 2:24,1119.796753
R20-95-06,computed,7/13/2015 4:48,1119.796997
R20-95-06,computed,7/13/2015 7:12,1119.797241
R20-95-06,computed,7/13/2015 9:36,1119.797607
R20-95-06,computed,7/13/2015 12:00,1119.797852
R20-95-06,computed,7/13/2015 14:24,1119.798096
R20-95-06,computed,7/13/2015 16:48,1119.798462
R20-95-06,computed,7/13/2015 19:12,1119.798706
R20-95-06,computed,7/13/2015 21:36,1119.799072
R20-95-06,computed,7/14/2015 0:00,1119.799316
R20-95-06,computed,7/14/2015 2:24,1119.799561
R20-95-06,computed,7/14/2015 4:48,1119.799927
R20-95-06,computed,7/14/2015 7:12,1119.800171
R20-95-06,computed,7/14/2015 9:36,1119.800415
R20-95-06,computed,7/14/2015 12:00,1119.800781
R20-95-06,computed,7/14/2015 14:24,1119.801025
R20-95-06,computed,7/14/2015 16:48,1119.80127
R20-95-06,computed,7/14/2015 19:12,1119.801514
R20-95-06,computed,7/14/2015 21:36,1119.80188
R20-95-06,computed,7/15/2015 0:00,1119.802124
R20-95-06,computed,7/15/2015 2:24,1119.802368
R20-95-06,computed,7/15/2015 4:48,1119.802612
R20-95-06,computed,7/15/2015 7:12,1119.802856
R20-95-06,computed,7/15/2015 9:36,1119.803101
R20-95-06,computed,7/15/2015 12:00,1119.803345
R20-95-06,computed,7/15/2015 14:24,1119.803589
R20-95-06,computed,7/15/2015 16:48,1119.803833
R20-95-06,computed,7/15/2015 19:12,1119.804077
R20-95-06,computed,7/15/2015 21:36,1119.804321
R20-95-06,computed,7/16/2015 0:00,1119.804565
R20-95-06,computed,7/16/2015 2:24,1119.80481
R20-95-06,computed,7/16/2015 4:48,1119.804932
R20-95-06,computed,7/16/2015 7:12,1119.805176
R20-95-06,computed,7/16/2015 9:36,1119.80542
R20-95-06,computed,7/16/2015 12:00,1119.805542
R20-95-06,computed,7/16/2015 14:24,1119.805786
R20-95-06,computed,7/16/2015 16:48,1119.805908
R20-95-06,computed,7/16/2015 19:12,1119.80603
R20-95-06,computed,7/16/2015 21:36,1119.806274
R20-95-06,computed,7/17/2015 0:00,1119.806396
R20-95-06,computed,7/17/2015 2:24,1119.806519
R20-95-06,computed,7/17/2015 4:48,1119.806641
R20-95-06,computed,7/17/2015 7:12,1119.806885
R20-95-06,computed,7/17/2015 9:36,1119.807007
R20-95-06,computed,7/17/2015 12:00,1119.807129
R20-95-06,computed,7/17/2015 14:24,1119.807251
R20-95-06,computed,7/17/2015 16:48,1119.807373
R20-95-06,computed,7/17/2015 19:12,1119.807373
R20-95-06,computed,7/17/2015 21:36,1119.807495
R20-95-06,computed,7/18/2015 0:00,1119.807617
R20-95-06,computed,7/18/2015 2:24,1119.807739
R20-95-06,computed,7/18/2015 4:48,1119.807739
R20-95-06,computed,7/18/2015 7:12,1119.807861
R20-95-06,computed,7/18/2015 9:36,1119.807861
R20-95-06,computed,7/18/2015 12:00,1119.807983
R20-95-06,computed,7/18/2015 14:24,1119.807983
R20-95-06,computed,7/18/2015 16:48,1119.808105
R20-95-06,computed,7/18/2015 19:12,1119.808105
R20-95-06,computed,7/18/2015 21:36,1119.808105
R20-95-06,computed,7/19/2015 0:00,1119.808105
R20-95-06,computed,7/19/2015 2:24,1119.808228
R20-95-06,computed,7/19/2015 4:48,1119.808228
R20-95-06,computed,7/19/2015 7:12,1119.808228
R20-95-06,computed,7/19/2015 9:36,1119.808228
R20-95-06,computed,7/19/2015 12:00,1119.808105
R20-95-06,computed,7/19/2015 14:24,1119.808105
R20-95-06,computed,7/19/2015 16:48,1119.808105
R20-95-06,computed,7/19/2015 19:12,1119.808105
R20-95-06,computed,7/19/2015 21:36,1119.807983
R20-95-06,computed,7/20/2015 0:00,1119.807983
R20-95-06,computed,7/20/2015 2:24,1119.807983
R20-95-06,computed,7/20/2015 4:48,1119.807861
R20-95-06,computed,7/20/2015 7:12,1119.807861
R20-95-06,computed,7/20/2015 9:36,1119.807739
R20-95-06,computed,7/20/2015 12:00,1119.807739
R20-95-06,computed,7/20/2015 14:24,1119.807617
R20-95-06,computed,7/20/2015 16:48,1119.807495
R20-95-06,computed,7/20/2015 19:12,1119.807373
R20-95-06,computed,7/20/2015 21:36,1119.807373
R20-95-06,computed,7/21/2015 0:00,1119.807251
R20-95-06,computed,7/21/2015 2:24,1119.807129
R20-95-06,computed,7/21/2015 4:48,1119.807007
R20-95-06,computed,7/21/2015 7:12,1119.806885
R20-95-06,computed,7/21/2015 9:36,1119.806763
R20-95-06,computed,7/21/2015 12:00,1119.806641
R20-95-06,computed,7/21/2015 14:24,1119.806519
R20-95-06,computed,7/21/2015 16:48,1119.806396
R20-95-06,computed,7/21/2015 19:12,1119.806274
R20-95-06,computed,7/21/2015 21:36,1119.80603
R20-95-06,computed,7/22/2015 0:00,1119.805908
R20-95-06,computed,7/22/2015 2:24,1119.805786
R20-95-06,computed,7/22/2015 4:48,1119.805664
R20-95-06,computed,7/22/2015 7:12,1119.80542
R20-95-06,computed,7/22/2015 9:36,1119.805298
R20-95-06,computed,7/22/2015 12:00,1119.805176
R20-95-06,computed,7/22/2015 14:24,1119.804932
R20-95-06,computed,7/22/2015 16:48,1119.80481
R20-95-06,computed,7/22/2015 19:12,1119.804565
R20-95-06,computed,7/22/2015 21:36,1119.804443
R20-95-06,computed,7/23/2015 0:00,1119.804199
R20-95-06,computed,7/23/2015 2:24,1119.804077
R20-95-06,computed,7/23/2015 4:48,1119.803833
R20-95-06,computed,7/23/2015 7:12,1119.803589
R20-95-06,computed,7/23/2015 9:36,1119.803467
R20-95-06,computed,7/23/2015 12:00,1119.803223
R20-95-06,computed,7/23/2015 14:24,1119.802979
R20-95-06,computed,7/23/2015 16:48,1119.802856
R20-95-06,computed,7/23/2015 19:12,1119.802612
R20-95-06,computed,7/23/2015 21:36,1119.802368
R20-95-06,computed,7/24/2015 0:00,1119.802124
R20-95-06,computed,7/24/2015 2:24,1119.802002
R20-95-06,computed,7/24/2015 4:48,1119.801758
R20-95-06,computed,7/24/2015 7:12,1119.801514
R20-95-06,computed,7/24/2015 9:36,1119.80127
R20-95-06,computed,7/24/2015 12:00,1119.801025
R20-95-06,computed,7/24/2015 14:24,1119.800781
R20-95-06,computed,7/24/2015 16:48,1119.800537
R20-95-06,computed,7/24/2015 19:12,1119.800293
R20-95-06,computed,7/24/2015 21:36,1119.800049
R20-95-06,computed,7/25/2015 0:00,1119.799805
R20-95-06,computed,7/25/2015 2:24,1119.799561
R20-95-06,computed,7/25/2015 4:48,1119.799316
R20-95-06,computed,7/25/2015 7:12,1119.799072
R20-95-06,computed,7/25/2015 9:36,1119.798828
R20-95-06,computed,7/25/2015 12:00,1119.798584
R20-95-06,computed,7/25/2015 14:24,1119.79834
R20-95-06,computed,7/25/2015 16:48,1119.798096
R20-95-06,computed,7/25/2015 19:12,1119.797852
R20-95-06,computed,7/25/2015 21:36,1119.797607
R20-95-06,computed,7/26/2015 0:00,1119.797363
R20-95-06,computed,7/26/2015 2:24,1119.797119
R20-95-06,computed,7/26/2015 4:48,1119.796875
R20-95-06,computed,7/26/2015 7:12,1119.796509
R20-95-06,computed,7/26/2015 9:36,1119.796265
R20-95-06,computed,7/26/2015 12:00,1119.796021
R20-95-06,computed,7/26/2015 14:24,1119.795776
R20-95-06,computed,7/26/2015 16:48,1119.795532
R20-95-06,computed,7/26/2015 19:12,1119.795166
R20-95-06,computed,7/26/2015 21:36,1119.794922
R20-95-06,computed,7/27/2015 0:00,1119.794678
R20-95-06,computed,7/27/2015 2:24,1119.794434
R20-95-06,computed,7/27/2015 4:48,1119.794067
R20-95-06,computed,7/27/2015 7:12,1119.793823
R20-95-06,computed,7/27/2015 9:36,1119.793579
R20-95-06,computed,7/27/2015 12:00,1119.793335
R20-95-06,computed,7/27/2015 14:24,1119.792969
R20-95-06,computed,7/27/2015 16:48,1119.792725
R20-95-06,computed,7/27/2015 19:12,1119.79248
R20-95-06,computed,7/27/2015 21:36,1119.792114
R20-95-06,computed,7/28/2015 0:00,1119.79187
R20-95-06,computed,7/28/2015 2:24,1119.791504
R20-95-06,computed,7/28/2015 4:48,1119.79126
R20-95-06,computed,7/28/2015 7:12,1119.791016
R20-95-06,computed,7/28/2015 9:36,1119.790649
R20-95-06,computed,7/28/2015 12:00,1119.790405
R20-95-06,computed,7/28/2015 14:24,1119.790039
R20-95-06,computed,7/28/2015 16:48,1119.789795
R20-95-06,computed,7/28/2015 19:12,1119.789551
R20-95-06,computed,7/28/2015 21:36,1119.789185
R20-95-06,computed,7/29/2015 0:00,1119.78894
R20-95-06,computed,7/29/2015 2:24,1119.788574
R20-95-06,computed,7/29/2015 4:48,1119.78833
R20-95-06,computed,7/29/2015 7:12,1119.787964
R20-95-06,computed,7/29/2015 9:36,1119.78772
R20-95-06,computed,7/29/2015 12:00,1119.787354
R20-95-06,computed,7/29/2015 14:24,1119.787109
R20-95-06,computed,7/29/2015 16:48,1119.786743
R20-95-06,computed,7/29/2015 19:12,1119.786499
R20-95-06,computed,7/29/2015 21:36,1119.786133
R20-95-06,computed,7/30/2015 0:00,1119.785889
R20-95-06,computed,7/30/2015 2:24,1119.785645
R20-95-06,computed,7/30/2015 4:48,1119.785278
R20-95-06,computed,7/30/2015 7:12,1119.785034
R20-95-06,computed,7/30/2015 9:36,1119.784668
R20-95-06,computed,7/30/2015 12:00,1119.784424
R20-95-06,computed,7/30/2015 14:24,1119.784058
R20-95-06,computed,7/30/2015 16:48,1119.783813
R20-95-06,computed,7/30/2015 19:12,1119.783569
R20-95-06,computed,7/30/2015 21:36,1119.783203
R20-95-06,computed,7/31/2015 0:00,1119.782959
R20-95-06,computed,7/31/2015 2:24,1119.782715
R20-95-06,computed,7/31/2015 4:48,1119.782471
R20-95-06,computed,7/31/2015 7:12,1119.782104
R20-95-06,computed,7/31/2015 9:36,1119.78186
R20-95-06,computed,7/31/2015 12:00,1119.781616
R20-95-06,computed,7/31/2015 14:24,1119.781372
R20-95-06,computed,7/31/2015 16:48,1119.781128
R20-95-06,computed,7/31/2015 19:12,1119.780884
R20-95-06,computed,7/31/2015 21:36,1119.78064
R20-95-06,computed,8/1/2015 0:00,1119.780396
R20-95-06,observed,7/1/2015 0:00,1119.46
R20-95-06,observed,7/2/2015 0:00,1119.45
R20-95-06,observed,7/6/2015 0:00,1119.43
R20-95-06,observed,7/7/2015 0:00,1119.46
R20-95-06,observed,7/8/2015 0:00,1119.48
R20-95-06,observed,7/9/2015 0:00,1119.49
R20-95-06,observed,7/10/2015 0:00,1119.48
R20-95-06,observed,7/13/2015 0:00,1119.49
R20-95-06,observed,7/14/2015 0:00,1119.45
R20-95-06,observed,7/15/2015 0:00,1119.42
R20-95-06,observed,7/16/2015 0:00,1119.41
R20-95-06,observed,7/17/2015 0:00,1119.4
R20-95-06,observed,7/20/2015 0:00,1119.38
R20-95-06,observed,7/21/2015 0:00,1119.37
R20-95-06,observed,7/22/2015 0:00,1119.36
R20-95-06,observed,7/23/2015 0:00,1119.36
R20-95-06,observed,7/24/2015 0:00,1119.35
R20-95-06,observed,7/27/2015 0:00,1119.28
R20-95-06,observed,7/28/2015 0:00,1119.29
R20-95-06,observed,7/29/2015 0:00,1119.28
R20-95-06,observed,7/30/2015 0:00,1119.27
R20-95-06,observed,7/31/2015 0:00,1119.28
